,Mo_4dzy
-74.6708,0.0
-74.6608,0.0
-74.65079999999999,0.0
-74.6408,0.0
-74.6308,0.0
-74.6208,0.0
-74.6108,0.0
-74.60079999999999,0.0
-74.5908,0.0
-74.5808,0.0
-74.57079999999999,0.0
-74.5608,0.0
-74.5508,0.0
-74.54079999999999,0.0
-74.5308,0.0
-74.5208,0.0
-74.5108,0.0
-74.5008,0.0
-74.4908,0.0
-74.4808,0.0
-74.4708,0.0
-74.46079999999999,0.0
-74.4508,0.0
-74.4408,0.0
-74.43079999999999,0.0
-74.4208,0.0
-74.4108,0.0
-74.40079999999999,0.0
-74.3908,0.0
-74.3808,0.0
-74.3708,0.0
-74.3608,0.0
-74.35079999999999,0.0
-74.3408,0.0
-74.3308,0.0
-74.32079999999999,0.0
-74.3108,0.0
-74.3008,0.0
-74.29079999999999,0.0
-74.2808,0.0
-74.2708,0.0
-74.2608,0.0
-74.2508,0.0
-74.2408,0.0
-74.2308,0.0
-74.2208,0.0
-74.21079999999999,0.0
-74.2008,0.0
-74.1908,0.0
-74.18079999999999,0.0
-74.1708,0.0
-74.1608,0.0
-74.15079999999999,0.0
-74.1408,0.0
-74.1308,0.0
-74.1208,0.0
-74.1108,0.0
-74.10079999999999,0.0
-74.0908,0.0
-74.0808,0.0
-74.07079999999999,0.0
-74.0608,0.0
-74.0508,0.0
-74.04079999999999,0.0
-74.0308,0.0
-74.0208,0.0
-74.0108,0.0
-74.0008,0.0
-73.9908,0.0
-73.9808,0.0
-73.9708,0.0
-73.96079999999999,0.0
-73.9508,0.0
-73.9408,0.0
-73.93079999999999,0.0
-73.9208,0.0
-73.9108,0.0
-73.90079999999999,0.0
-73.8908,0.0
-73.8808,0.0
-73.8708,0.0
-73.8608,0.0
-73.85079999999999,0.0
-73.8408,0.0
-73.8308,0.0
-73.82079999999999,0.0
-73.8108,0.0
-73.8008,0.0
-73.79079999999999,0.0
-73.7808,0.0
-73.7708,0.0
-73.7608,0.0
-73.7508,0.0
-73.7408,0.0
-73.7308,0.0
-73.7208,0.0
-73.71079999999999,0.0
-73.7008,0.0
-73.6908,0.0
-73.68079999999999,0.0
-73.6708,0.0
-73.6608,0.0
-73.65079999999999,0.0
-73.6408,0.0
-73.6308,0.0
-73.6208,0.0
-73.6108,0.0
-73.60079999999999,0.0
-73.5908,0.0
-73.5808,0.0
-73.57079999999999,0.0
-73.5608,0.0
-73.5508,0.0
-73.54079999999999,0.0
-73.5308,0.0
-73.5208,0.0
-73.5108,0.0
-73.5008,0.0
-73.4908,0.0
-73.4808,0.0
-73.4708,0.0
-73.46079999999999,0.0
-73.4508,0.0
-73.4408,0.0
-73.43079999999999,0.0
-73.4208,0.0
-73.4108,0.0
-73.40079999999999,0.0
-73.3908,0.0
-73.3808,0.0
-73.3708,0.0
-73.3608,0.0
-73.35079999999999,0.0
-73.3408,0.0
-73.3308,0.0
-73.32079999999999,0.0
-73.3108,0.0
-73.3008,0.0
-73.29079999999999,0.0
-73.2808,0.0
-73.2708,0.0
-73.2608,0.0
-73.2508,0.0
-73.2408,0.0
-73.2308,0.0
-73.2208,0.0
-73.21079999999999,0.0
-73.2008,0.0
-73.1908,0.0
-73.18079999999999,0.0
-73.1708,0.0
-73.1608,0.0
-73.15079999999999,0.0
-73.1408,0.0
-73.1308,0.0
-73.1208,0.0
-73.1108,0.0
-73.10079999999999,0.0
-73.0908,0.0
-73.0808,0.0
-73.07079999999999,0.0
-73.0608,0.0
-73.0508,0.0
-73.04079999999999,0.0
-73.0308,0.0
-73.0208,0.0
-73.0108,0.0
-73.0008,0.0
-72.9908,0.0
-72.9808,0.0
-72.9708,0.0
-72.96079999999999,0.0
-72.9508,0.0
-72.9408,0.0
-72.93079999999999,0.0
-72.9208,0.0
-72.9108,0.0
-72.90079999999999,0.0
-72.8908,0.0
-72.8808,0.0
-72.8708,0.0
-72.8608,0.0
-72.85079999999999,0.0
-72.8408,0.0
-72.8308,0.0
-72.82079999999999,0.0
-72.8108,0.0
-72.8008,0.0
-72.79079999999999,0.0
-72.7808,0.0
-72.7708,0.0
-72.7608,0.0
-72.7508,0.0
-72.7408,0.0
-72.7308,0.0
-72.7208,0.0
-72.71079999999999,0.0
-72.7008,0.0
-72.6908,0.0
-72.68079999999999,0.0
-72.6708,0.0
-72.6608,0.0
-72.65079999999999,0.0
-72.6408,0.0
-72.6308,0.0
-72.6208,0.0
-72.6108,0.0
-72.60079999999999,0.0
-72.5908,0.0
-72.5808,0.0
-72.57079999999999,0.0
-72.5608,0.0
-72.5508,0.0
-72.54079999999999,0.0
-72.5308,0.0
-72.5208,0.0
-72.5108,0.0
-72.5008,0.0
-72.4908,0.0
-72.4808,0.0
-72.4708,0.0
-72.46079999999999,0.0
-72.4508,0.0
-72.4408,0.0
-72.43079999999999,0.0
-72.4208,0.0
-72.4108,0.0
-72.40079999999999,0.0
-72.3908,0.0
-72.3808,0.0
-72.3708,0.0
-72.3608,0.0
-72.35079999999999,0.0
-72.3408,0.0
-72.3308,0.0
-72.32079999999999,0.0
-72.3108,0.0
-72.3008,0.0
-72.29079999999999,0.0
-72.2808,0.0
-72.2708,0.0
-72.2608,0.0
-72.2508,0.0
-72.2408,0.0
-72.2308,0.0
-72.2208,0.0
-72.21079999999999,0.0
-72.2008,0.0
-72.1908,0.0
-72.18079999999999,0.0
-72.1708,0.0
-72.1608,0.0
-72.15079999999999,0.0
-72.1408,0.0
-72.1308,0.0
-72.1208,0.0
-72.1108,0.0
-72.10079999999999,0.0
-72.0908,0.0
-72.0808,0.0
-72.07079999999999,0.0
-72.0608,0.0
-72.0508,0.0
-72.04079999999999,0.0
-72.0308,0.0
-72.0208,0.0
-72.0108,0.0
-72.0008,0.0
-71.9908,0.0
-71.9808,0.0
-71.9708,0.0
-71.96079999999999,0.0
-71.9508,0.0
-71.9408,0.0
-71.93079999999999,0.0
-71.9208,0.0
-71.9108,0.0
-71.90079999999999,0.0
-71.8908,0.0
-71.8808,0.0
-71.8708,0.0
-71.8608,0.0
-71.85079999999999,0.0
-71.8408,0.0
-71.8308,0.0
-71.82079999999999,0.0
-71.8108,0.0
-71.8008,0.0
-71.79079999999999,0.0
-71.7808,0.0
-71.7708,0.0
-71.7608,0.0
-71.7508,0.0
-71.7408,0.0
-71.7308,0.0
-71.7208,0.0
-71.71079999999999,0.0
-71.7008,0.0
-71.6908,0.0
-71.68079999999999,0.0
-71.6708,0.0
-71.6608,0.0
-71.65079999999999,0.0
-71.6408,0.0
-71.6308,0.0
-71.6208,0.0
-71.6108,0.0
-71.60079999999999,0.0
-71.5908,0.0
-71.5808,0.0
-71.57079999999999,0.0
-71.5608,0.0
-71.5508,0.0
-71.54079999999999,0.0
-71.5308,0.0
